id;da;setor;log;atual;rua;bairro;CEP;pgguia;ubs;ruagoogle;latitude;longitude;name;AREA_KM2;CODL;ruas;ruagooglecrua;color;source;precision;PrimeiroDeInicio;ÚltimoDeFim;Inicio;Fim;LADO
222;71;;AVENIDA;NAO;LEONCIO DE MAGALHAES (DE 606 A 740 LADO PAR);JARDIM SAO PAULO;02042-000;;UBS JOAQUIM ANTONIO EIRADO;Av. Leôncio de Magalhães, 740 - Jardim São Paulo, São Paulo - SP, 02042-000, Brasil;-23.4944843;-46.6160496;Avenida Leoncio De Magalhaes , 740 - Jardim Sao Paulo , São Paulo - SP, 02042-000;8,83;117471;Av Leoncio de Magalhaes;Avenida Leoncio De Magalhaes , 740 - Jardim Sao Paulo , São Paulo - SP, 02042-000;;Google;address;606;740;606;740;LADO PAR
223;71;;AVENIDA;NAO;LEONCIO DE MAGALHAES (DE 598 A 732 LADO PAR);JARDIM SAO PAULO;02042-000;;UBS JOAQUIM ANTONIO EIRADO;Av. Leôncio de Magalhães, 732 - Jardim São Paulo, São Paulo - SP, 02042-000, Brasil;-23.4945159;-46.6160229;Avenida Leoncio De Magalhaes , 732 - Jardim Sao Paulo , São Paulo - SP, 02042-000;8,83;117471;Av Leoncio de Magalhaes;Avenida Leoncio De Magalhaes , 732 - Jardim Sao Paulo , São Paulo - SP, 02042-000;;Google;address;598;732;598;732;LADO PAR
224;71;;AVENIDA;NAO;LEONCIO DE MAGALHAES (INICIO  A 240 LADO PAR);JARDIM SAO PAULO;02042-000;;UBS JOAQUIM ANTONIO EIRADO;Av. Leôncio de Magalhães, 240 - Jardim São Paulo, São Paulo - SP, 02045-020, Brasil;-23.4986155;-46.6155187;Avenida Leoncio De Magalhaes , 240 - Jardim Sao Paulo , São Paulo - SP, 02042-000;8,83;117471;Av Leoncio de Magalhaes;Avenida Leoncio De Magalhaes , 240 - Jardim Sao Paulo , São Paulo - SP, 02042-000;;Google;address;2;240; ;240;LADO PAR
225;71;;AVENIDA;NAO;LEONCIO DE MAGALHAES (DE 742 A 854 LADO PAR);JARDIM SAO PAULO;02042-000;;UBS JOAQUIM ANTONIO EIRADO;Av. Leôncio de Magalhães, 854 - Jardim São Paulo, São Paulo - SP, 02042-010, Brasil;-23.4936421;-46.6167272;Avenida Leoncio De Magalhaes , 854 - Jardim Sao Paulo , São Paulo - SP, 02042-000;8,83;117471;Av Leoncio de Magalhaes;Avenida Leoncio De Magalhaes , 854 - Jardim Sao Paulo , São Paulo - SP, 02042-000;;Google;address;742;854;742;854;LADO PAR
226;71;;AVENIDA;NAO;LEONCIO DE MAGALHAES (INICIO A 855 LADO IMPAR);JARDIM SAO PAULO;02042-010;;UBS JOAQUIM ANTONIO EIRADO;Av. Leôncio de Magalhães, 855 - Jardim São Paulo, São Paulo - SP, 02042-010, Brasil;-23.4938208;-46.6169988;Avenida Leoncio De Magalhaes , 855 - Jardim Sao Paulo , São Paulo - SP, 02042-010;8,83;117471;Av Leoncio de Magalhaes;Avenida Leoncio De Magalhaes , 855 - Jardim Sao Paulo , São Paulo - SP, 02042-010;;Google;address;1;855;;855;LADO IMPAR
227;71;;AVENIDA;NAO;LEONCIO DE MAGALHAES (DE 1005 A 1781 LADO IMPAR);JARDIM SAO PAULO;02042-011;;UBS JOAQUIM ANTONIO EIRADO;Av. Leôncio de Magalhães, 1781 - Jardim São Paulo, São Paulo - SP, 02042-011, Brasil;-23.4868261;-46.6192878;Avenida Leoncio De Magalhaes , 1781 - Jardim Sao Paulo , São Paulo - SP, 02042-011;8,83;117471;Av Leoncio de Magalhaes;Avenida Leoncio De Magalhaes , 1781 - Jardim Sao Paulo , São Paulo - SP, 02042-011;;Google;address;1005;1781;1005;1781;LADO IMPAR
228;71;;AVENIDA;NAO;LEONCIO DE MAGALHAES (INICIO  A 408 LADO PAR);JARDIM SAO PAULO;02042-000;;UBS JOAQUIM ANTONIO EIRADO;Av. Leôncio de Magalhães, 408 - Jardim São Paulo, São Paulo - SP, 02042-000, Brasil;-23.4971917;-46.615419;Avenida Leoncio De Magalhaes , 408 - Jardim Sao Paulo , São Paulo - SP, 02042-000;8,83;117471;Av Leoncio de Magalhaes;Avenida Leoncio De Magalhaes , 408 - Jardim Sao Paulo , São Paulo - SP, 02042-000;;Google;address;2;408; ;408;LADO PAR
229;71;;AVENIDA;NAO;LEONCIO DE MAGALHAES (DE 1004 A 1780 LADO PAR);JARDIM SAO PAULO;02042-001;;UBS JOAQUIM ANTONIO EIRADO;Av. Leôncio de Magalhães, 1780 - Jardim São Paulo, São Paulo - SP, 02042-001, Brasil;-23.4865914;-46.6192267;Avenida Leoncio De Magalhaes , 1780 - Jardim Sao Paulo , São Paulo - SP, 02042-001;8,83;117471;Av Leoncio de Magalhaes;Avenida Leoncio De Magalhaes , 1780 - Jardim Sao Paulo , São Paulo - SP, 02042-001;;Google;address;1004;1780;1004;1780;LADO PAR
230;71;;AVENIDA;NAO;LEONCIO DE MAGALHAES (DE 850 A 1003)   ;JARDIM SAO PAULO;02042-000;;UBS JOAQUIM ANTONIO EIRADO;Av. Leôncio de Magalhães, 1003 - Jardim São Paulo, São Paulo - SP, 02042-011, Brasil;-23.4926992;-46.6178676;Avenida Leoncio De Magalhaes , 1003 - Jardim Sao Paulo , São Paulo - SP, 02042-000;8,83;117471;Av Leoncio de Magalhaes;Avenida Leoncio De Magalhaes , 1003 - Jardim Sao Paulo , São Paulo - SP, 02042-000;;Google;address;;;850;1003;
231;71;;AVENIDA;NAO;LUIS DUMONT VILARES  (INICIO A 160)  ;JARDIM SAO PAULO;02085-000;;UBS JOAQUIM ANTONIO EIRADO;Av. Luiz Dumont Villares, 160 - Jardim São Paulo, São Paulo - SP, 02085-000, Brasil;-23.5005991;-46.6144221;Avenida Luis Dumont Vilares , 160 - Jardim Sao Paulo , São Paulo - SP, 02085-000;8,83;360619;Av Luis Dumont Vilares;Avenida Luis Dumont Vilares , 160 - Jardim Sao Paulo , São Paulo - SP, 02085-000;;Google;address;1;160;;160;
232;71;;AVENIDA;NAO;LUIS DUMONT VILARES  (DE 537 A 1734)   ;JARDIM SAO PAULO;02085-000;;UBS JOAQUIM ANTONIO EIRADO;Av. Luiz Dumont Villares, 1734 - Jardim São Paulo, São Paulo - SP, 02242, Brasil;-23.4873702;-46.60891;Avenida Luis Dumont Vilares , 1734 - Jardim Sao Paulo , São Paulo - SP, 02085-000;8,83;360619;Av Luis Dumont Vilares;Avenida Luis Dumont Vilares , 1734 - Jardim Sao Paulo , São Paulo - SP, 02085-000;;Google;address;537;1734;537;1734;
233;84;;AVENIDA;NAO;LUIS DUMONT VILARES  (DE 1825 A 2278)  ;PARADA INGLESA;02239-000;;UBS WAMBERTO DIAS DA COSTA;Av. Luiz Dumont Villares, 2278 - Jardim São Paulo, São Paulo - SP, 02239-000, Brasil;-23.4827354;-46.606548;Avenida Luis Dumont Vilares , 2278 - Parada Inglesa , São Paulo - SP, 02239-000;2,93;360619;Av Luis Dumont Vilares;Avenida Luis Dumont Vilares , 2278 - Parada Inglesa , São Paulo - SP, 02239-000;;Google;address;1825;2278;1825;2278;
234;84;;AVENIDA;NAO;LUIS DUMONT VILARES  (DE 1130 A 1794)  ;JARDIM SAO PAULO;02085-000;;UBS WAMBERTO DIAS DA COSTA;Av. Luiz Dumont Villares, 1794 - Jardim São Paulo, São Paulo - SP, 02242, Brasil;-23.4868477;-46.6086632;Avenida Luis Dumont Vilares , 1794 - Jardim Sao Paulo , São Paulo - SP, 02085-000;2,93;360619;Av Luis Dumont Vilares;Avenida Luis Dumont Vilares , 1794 - Jardim Sao Paulo , São Paulo - SP, 02085-000;;Google;address;1130;1794;1130;1794;
235;84;;AVENIDA;NAO;LUIS DUMONT VILARES  (DE 1990 A 2498)  ;PARADA INGLESA;02239-000;;UBS WAMBERTO DIAS DA COSTA;Av. Luiz Dumont Villares, 2498 - Jardim São Paulo, São Paulo - SP, 02304-005, Brasil;-23.4816776;-46.605745;Avenida Luis Dumont Vilares , 2498 - Parada Inglesa , São Paulo - SP, 02239-000;2,93;360619;Av Luis Dumont Vilares;Avenida Luis Dumont Vilares , 2498 - Parada Inglesa , São Paulo - SP, 02239-000;;Google;address;1990;2498;1990;2498;
236;84;;AVENIDA;NAO;LUIS DUMONT VILARES  (DE 2279 A 2531)  ;PARADA INGLESA;02239-000;;UBS WAMBERTO DIAS DA COSTA;Av. Luiz Dumont Villares, 2531 - Jardim São Paulo, São Paulo - SP, 02245-000, Brasil;-23.482198;-46.6047691;Avenida Luis Dumont Vilares , 2531 - Parada Inglesa , São Paulo - SP, 02239-000;2,93;360619;Av Luis Dumont Vilares;Avenida Luis Dumont Vilares , 2531 - Parada Inglesa , São Paulo - SP, 02239-000;;Google;address;2279;2531;2279;2531;
237;84;;AVENIDA;NAO;LUIS DUMONT VILARES  (DE 1795 A 1989)  ;PARADA INGLESA;02239-000;;UBS WAMBERTO DIAS DA COSTA;Av. Luiz Dumont Villares, 1989 - Tucuruvi, São Paulo - SP, 02239-000, Brasil;-23.4848713;-46.6080864;Avenida Luis Dumont Vilares , 1989 - Parada Inglesa , São Paulo - SP, 02239-000;2,93;360619;Av Luis Dumont Vilares;Avenida Luis Dumont Vilares , 1989 - Parada Inglesa , São Paulo - SP, 02239-000;;Google;address;1795;1989;1795;1989;
238;84;;AVENIDA;NAO;LUIS DUMONT VILARES  (DE 1735 A 1824)  ;PARADA INGLESA;02239-000;;UBS WAMBERTO DIAS DA COSTA;Av. Luiz Dumont Villares, 1824 - Jardim São Paulo, São Paulo - SP, 02242, Brasil;-23.4865865;-46.6085397;Avenida Luis Dumont Vilares , 1824 - Parada Inglesa , São Paulo - SP, 02239-000;2,93;360619;Av Luis Dumont Vilares;Avenida Luis Dumont Vilares , 1824 - Parada Inglesa , São Paulo - SP, 02239-000;;Google;address;1735;1824;1735;1824;
239;71;;AVENIDA;NAO;EURICO GASPAR DUTRA, MAL.  (INICIO A 970)  ;SANTANA;02239-010;;UBS JOAQUIM ANTONIO EIRADO;Av. Mal. Eurico Gaspar Dutra, 970 - Santana, São Paulo - SP, 02239-010, Brasil;-23.4908224;-46.6141135;Avenida Mal. Eurico Gaspar Dutra , 970 - Santana , São Paulo - SP, 02239-010;8,83;217972;Av Mal. Eurico Gaspar Dutra;Avenida Mal. Eurico Gaspar Dutra , 970 - Santana , São Paulo - SP, 02239-010;;Google;address;1;970;;970;
240;84;;AVENIDA;NAO;EURICO GASPAR DUTRA, MAL.  (DE 971 A 1873)   ;SANTANA;02239-010;;UBS WAMBERTO DIAS DA COSTA;Av. Mal. Eurico Gaspar Dutra, 1873 - Santana, São Paulo - SP, 02239-010, Brasil;-23.4843728;-46.6097699;Avenida Mal. Eurico Gaspar Dutra , 1873 - Santana , São Paulo - SP, 02239-010;2,93;217972;Av Mal. Eurico Gaspar Dutra;Avenida Mal. Eurico Gaspar Dutra , 1873 - Santana , São Paulo - SP, 02239-010;;Google;address;971;1873;971;1873;
242;51;;AVENIDA;NAO;MARGINAL (INICIO A 220)  ;;00000-000;;UBS DR DOMINGOS MAZZONETO DE CILO - VL AURORA;Av. Marginal, 220 - Vila Cristalia, São Paulo - SP, 04257-245, Brasil;-23.6290247;-46.581672;Avenida Marginal , 220 - São Paulo - SP;1,62;351644;Av Marginal;Avenida Marginal , 220 - São Paulo - SP;;Google;address;;;;220;
243;51;;AVENIDA;NAO;MARIA RIBEIRO DE JESUS (INICIO A 763)  ;VILA SANTOS;02637-000;;UBS HORTO FLORESTAL;Av. Maria Ribeiro de Jesus, 763 - Vila Santos, São Paulo - SP, 02637, Brasil;-23.4535392;-46.6486731;Avenida Maria Ribeiro De Jesus , 763 - Vila Santos , São Paulo - SP, 02637-000;8,15;105503;Av Maria Ribeiro de Jesus;Avenida Maria Ribeiro De Jesus , 763 - Vila Santos , São Paulo - SP, 02637-000;;Google;address;;;;763;
244;84;;AVENIDA;NAO;MARIO PERNAMBUCO (DE 521 A 804)  ;VILA MAZZEI;02314-001;;UBS CJ DO IPESP;Av. Mário Pernambuco, 804 - Vila Mazzei, São Paulo - SP, 02314-001, Brasil;-23.461134;-46.602737;Avenida Mario Pernambuco , 804 - Vila Mazzei , São Paulo - SP, 02314-001;3,58;135119;Av Mario Pernambuco;Avenida Mario Pernambuco , 804 - Vila Mazzei , São Paulo - SP, 02314-001;;Google;address;521;804;521;804;
245;84;;AVENIDA;NAO;MARIO PERNAMBUCO (INICIO A 520)  ;VILA NOVA MAZZEI;02314-000;;UBS CJ DO IPESP;Av. Mário Pernambuco, 520 - Vila Mazzei, São Paulo - SP, 02314-001, Brasil;-23.4614728;-46.6001216;Avenida Mario Pernambuco , 520 - Vila Nova Mazzei , São Paulo - SP, 02314-000;3,58;135119;Av Mario Pernambuco;Avenida Mario Pernambuco , 520 - Vila Nova Mazzei , São Paulo - SP, 02314-000;;Google;address;1;520;;520;
246;84;;AVENIDA;NAO;MAZZEI (INICIO A 764)  ;VILA MAZZEI;02310-000;;UBS WAMBERTO DIAS DA COSTA;Av. Mazzei, 764 - Vila Mazzei, São Paulo - SP, 02310-001, Brasil;-23.4749573;-46.602344;Avenida Mazzei , 764 - Vila Mazzei , São Paulo - SP, 02310-000;2,93;137677;Av Mazzei;Avenida Mazzei , 764 - Vila Mazzei , São Paulo - SP, 02310-000;;Google;address;1;764;;764;
247;84;;AVENIDA;NAO;MAZZEI (DE 1339 A 1365)  ;VILA MAZZEI;02310-000;;UBS WAMBERTO DIAS DA COSTA;Av. Mazzei, 1365 - Vila Mazzei, São Paulo - SP, 02310-002, Brasil;-23.4708751;-46.5984212;Avenida Mazzei , 1365 - Vila Mazzei , São Paulo - SP, 02310-000;2,93;137677;Av Mazzei;Avenida Mazzei , 1365 - Vila Mazzei , São Paulo - SP, 02310-000;;Google;address;1339;1365;1339;1365;
248;84;;AVENIDA;NAO;MAZZEI (DE 1366 A 1945)  ;VILA MAZZEI;02310-002;;UBS WAMBERTO DIAS DA COSTA;Av. Mazzei, 1945 - Vila Mazzei, São Paulo - SP, 02310-002, Brasil;-23.4658065;-46.5971608;Avenida Mazzei , 1945 - Vila Mazzei , São Paulo - SP, 02310-002;2,93;137677;Av Mazzei;Avenida Mazzei , 1945 - Vila Mazzei , São Paulo - SP, 02310-002;;Google;address;1366;1945;1366;1945;
249;84;;AVENIDA;NAO;MAZZEI (DE 765 A 1338)   ;VILA MAZZEI;02310-001;;UBS WAMBERTO DIAS DA COSTA;Av. Mazzei, 1338 - Vila Mazzei, São Paulo - SP, 02310-002, Brasil;-23.4711285;-46.5986537;Avenida Mazzei , 1338 - Vila Mazzei , São Paulo - SP, 02310-001;2,93;137677;Av Mazzei;Avenida Mazzei , 1338 - Vila Mazzei , São Paulo - SP, 02310-001;;Google;address;765;1338;765;1338;
250;71;;AVENIDA;NAO;MORVAN DIAS DE FIGUEIREDO  (INICIO A 169)  ;;00000-000;;UBS JOAQUIM ANTONIO EIRADO;Av. Morvan Dias de Figueiredo, 169 - Vila Guilherme, São Paulo - SP, Brasil;-23.5182466;-46.6184505;Avenida Morvan Dias De Figueiredo , 169 - São Paulo - SP;8,83;274186;Ac A Av Morvan Dias de Figueiredo;Avenida Morvan Dias De Figueiredo , 169 - São Paulo - SP;;Google;address;;;;169;
251;71;;AVENIDA;NAO;MORVAN DIAS DE FIGUEIREDO  (DE 176 A 1384)   ;VILA GUILHERME;02063-000;;UBS JOAQUIM ANTONIO EIRADO;Av. Morvan Dias de Figueiredo, 1384 - Vila Guilherme, São Paulo - SP, 01142-300, Brasil;-23.5219372;-46.6117613;Avenida Morvan Dias De Figueiredo , 1384 - Vila Guilherme , São Paulo - SP, 02063-000;8,83;142700;Av Morvan Dias de Figueiredo;Avenida Morvan Dias De Figueiredo , 1384 - Vila Guilherme , São Paulo - SP, 02063-000;;Google;address;176;1384;176;1384;
252;71;;AVENIDA;NAO;MORVAN DIAS DE FIGUEIREDO  (INICIO A 163)  ;VILA GUILHERME;02063-000;;UBS JOAQUIM ANTONIO EIRADO;Av. Morvan Dias de Figueiredo, 163 - Vila Guilherme, São Paulo - SP, Brasil;-23.5182484;-46.6184381;Avenida Morvan Dias De Figueiredo , 163 - Vila Guilherme , São Paulo - SP, 02063-000;8,83;142700;Av Morvan Dias de Figueiredo;Avenida Morvan Dias De Figueiredo , 163 - Vila Guilherme , São Paulo - SP, 02063-000;;Google;address;1;163;;163;
253;71;;AVENIDA;NAO;MORVAN DIAS DE FIGUEIREDO  (DE 4505 A 5301)  ;VILA GUILHERME;02063-000;;UBS JOAQUIM ANTONIO EIRADO;Av. Morvan Dias de Figueiredo, 5301 - Vila Guilherme, São Paulo - SP, 02166, Brasil;-23.5268859;-46.5825318;Avenida Morvan Dias De Figueiredo , 5301 - Vila Guilherme , São Paulo - SP, 02063-000;8,83;142700;Av Morvan Dias de Figueiredo;Avenida Morvan Dias De Figueiredo , 5301 - Vila Guilherme , São Paulo - SP, 02063-000;;Google;address;4505;5301;4505;5301;
254;84;;AVENIDA;NAO;MTO. VILLA-LOBOS (INICIO A 600)  ;VILA GUSTAVO;02266-000;;UBS VL NIVI;Av. Maestro Villa-Lobos, 600 - Vila Gustavo, São Paulo - SP, 02266-001, Brasil;-23.4769819;-46.5980367;Avenida Mto. Villa-Lobos , 600 - Vila Gustavo , São Paulo - SP, 02266-000;2,93;197165;Av Mto. Villa-Lobos;Avenida Mto. Villa-Lobos , 600 - Vila Gustavo , São Paulo - SP, 02266-000;;Google;address;1;600;;600;
255;84;;AVENIDA;NAO;MTO. VILLA-LOBOS (DE 601 A 955)  ;VILA GUSTAVO;02266-001;;UBS VL NIVI;Av. Maestro Villa-Lobos, 955 - Vila Gustavo, São Paulo - SP, 02266-001, Brasil;-23.475243;-46.595517;Avenida Mto. Villa-Lobos , 955 - Vila Gustavo , São Paulo - SP, 02266-001;2,93;197165;Av Mto. Villa-Lobos;Avenida Mto. Villa-Lobos , 955 - Vila Gustavo , São Paulo - SP, 02266-001;;Google;address;601;955;601;955;
257;71;;AVENIDA;NAO;NOVA CANTAREIRA  (DE 2424 A 3114 LADO PAR);TUCURUVI;02330-000;;UBS JOAQUIM ANTONIO EIRADO;Av. Nova Cantareira, 3114 - Tucuruvi, São Paulo - SP, 02340-000, Brasil;-23.4723152;-46.616772;Avenida Nova Cantareira , 3114 - Tucuruvi , São Paulo - SP, 02330-000;8,83;147672;Av Nova Cantareira;Avenida Nova Cantareira , 3114 - Tucuruvi , São Paulo - SP, 02330-000;;Google;address;2424;3114;2424;3114;LADO PAR
258;71;;AVENIDA;NAO;NOVA CANTAREIRA  (DE 669 A 1009 LADO ÍMPAR);TUCURUVI;02331-001;;UBS JOAQUIM ANTONIO EIRADO;Av. Nova Cantareira, 1009 - Tucuruvi, São Paulo - SP, 02331-001, Brasil;-23.4853914;-46.6163762;Avenida Nova Cantareira , 1009 - Tucuruvi , São Paulo - SP, 02331-001;8,83;147672;Av Nova Cantareira;Avenida Nova Cantareira , 1009 - Tucuruvi , São Paulo - SP, 02331-001;;Google;address;669;1009;669;1009;LADO ÍMPAR
259;71;;AVENIDA;NAO;NOVA CANTAREIRA  (DE 2274 A 2422 LADO PAR);TUCURUVI;02331-000;;UBS JOAQUIM ANTONIO EIRADO;Av. Nova Cantareira, 2422 - Tucuruvi, São Paulo - SP, 02331-003, Brasil;-23.4762922;-46.6109484;Avenida Nova Cantareira , 2422 - Tucuruvi , São Paulo - SP, 02331-000;8,83;147672;Av Nova Cantareira;Avenida Nova Cantareira , 2422 - Tucuruvi , São Paulo - SP, 02331-000;;Google;address;2274;2422;2274;2422;LADO PAR
260;71;;AVENIDA;NAO;NOVA CANTAREIRA  (DE 1011 A 1109 LADO ÍMPAR);TUCURUVI;02331-000;;UBS JOAQUIM ANTONIO EIRADO;Av. Nova Cantareira, 1109 - Tucuruvi, São Paulo - SP, 02331-001, Brasil;-23.4848222;-46.6156764;Avenida Nova Cantareira , 1109 - Tucuruvi , São Paulo - SP, 02331-000;8,83;147672;Av Nova Cantareira;Avenida Nova Cantareira , 1109 - Tucuruvi , São Paulo - SP, 02331-000;;Google;address;1011;1109;1011;1109;LADO ÍMPAR
261;71;;AVENIDA;NAO;NOVA CANTAREIRA  (DE 1111 A 1393 LADO ÍMPAR);TUCURUVI;02331-002;;UBS JOAQUIM ANTONIO EIRADO;Av. Nova Cantareira, 1393 - Tucuruvi, São Paulo - SP, 02331-002, Brasil;-23.4830076;-46.613755;Avenida Nova Cantareira , 1393 - Tucuruvi , São Paulo - SP, 02331-002;8,83;147672;Av Nova Cantareira;Avenida Nova Cantareira , 1393 - Tucuruvi , São Paulo - SP, 02331-002;;Google;address;1111;1393;1111;1393;LADO ÍMPAR
262;71;;AVENIDA;NAO;NOVA CANTAREIRA  (DE 1396 A 1578 LADO PAR);TUCURUVI;02331-000;;UBS JOAQUIM ANTONIO EIRADO;Av. Nova Cantareira, 1578 - Tucuruvi, São Paulo - SP, 02330-001, Brasil;-23.4817017;-46.6125689;Avenida Nova Cantareira , 1578 - Tucuruvi , São Paulo - SP, 02331-000;8,83;147672;Av Nova Cantareira;Avenida Nova Cantareira , 1578 - Tucuruvi , São Paulo - SP, 02331-000;;Google;address;1396;1578;1396;1578;LADO PAR
263;71;;AVENIDA;NAO;NOVA CANTAREIRA  (DE 1110 A 1394 LADO PAR);TUCURUVI;02330-001;;UBS JOAQUIM ANTONIO EIRADO;Av. Nova Cantareira, 1394 - Tucuruvi, São Paulo - SP, 02330-001, Brasil;-23.4832662;-46.6134903;Avenida Nova Cantareira , 1394 - Tucuruvi , São Paulo - SP, 02330-001;8,83;147672;Av Nova Cantareira;Avenida Nova Cantareira , 1394 - Tucuruvi , São Paulo - SP, 02330-001;;Google;address;1110;1394;1110;1394;LADO PAR
264;71;;AVENIDA;NAO;NOVA CANTAREIRA  (DE 561 A 667)  ;TUCURUVI;02331-000;;UBS JOAQUIM ANTONIO EIRADO;Av. Nova Cantareira, 667 - Tucuruvi, São Paulo - SP, 02331-001, Brasil;-23.4864048;-46.6190364;Avenida Nova Cantareira , 667 - Tucuruvi , São Paulo - SP, 02331-000;8,83;147672;Av Nova Cantareira;Avenida Nova Cantareira , 667 - Tucuruvi , São Paulo - SP, 02331-000;;Google;address;561;667;561;667;
265;71;;AVENIDA;NAO;NOVA CANTAREIRA  (DE 668 A 1008 LADO PAR);TUCURUVI;02330-001;;UBS JOAQUIM ANTONIO EIRADO;Av. Nova Cantareira, 1008 - Tucuruvi, São Paulo - SP, 02330-001, Brasil;-23.4855785;-46.6160726;Avenida Nova Cantareira , 1008 - Tucuruvi , São Paulo - SP, 02330-001;8,83;147672;Av Nova Cantareira;Avenida Nova Cantareira , 1008 - Tucuruvi , São Paulo - SP, 02330-001;;Google;address;668;1008;668;1008;LADO PAR
266;71;;AVENIDA;NAO;NOVA CANTAREIRA  (DE 1597 A 1834)  ;TUCURUVI;02331-000;;UBS JOAQUIM ANTONIO EIRADO;Av. Nova Cantareira, 1834 - Tucuruvi, São Paulo - SP, 02330-002, Brasil;-23.4805546;-46.6111151;Avenida Nova Cantareira , 1834 - Tucuruvi , São Paulo - SP, 02331-000;8,83;147672;Av Nova Cantareira;Avenida Nova Cantareira , 1834 - Tucuruvi , São Paulo - SP, 02331-000;;Google;address;1597;1834;1597;1834;
267;71;;AVENIDA;NAO;NOVA CANTAREIRA  (DE 1395 A 1577 LADO ÍMPAR);TUCURUVI;02331-002;;UBS JOAQUIM ANTONIO EIRADO;Av. Nova Cantareira, 1577 - Tucuruvi, São Paulo - SP, 02331-002, Brasil;-23.4816938;-46.6128587;Avenida Nova Cantareira , 1577 - Tucuruvi , São Paulo - SP, 02331-002;8,83;147672;Av Nova Cantareira;Avenida Nova Cantareira , 1577 - Tucuruvi , São Paulo - SP, 02331-002;;Google;address;1395;1577;1395;1577;LADO ÍMPAR
269;71;;AVENIDA;NAO;NOVA CANTAREIRA  (DE 2203 A 2273 LADO ÍMPAR);TUCURUVI;02331-000;;UBS JOAQUIM ANTONIO EIRADO;Av. Nova Cantareira, 2273 - Tucuruvi, São Paulo - SP, 02340-000, Brasil;-23.4774508;-46.6104628;Avenida Nova Cantareira , 2273 - Tucuruvi , São Paulo - SP, 02331-000;8,83;147672;Av Nova Cantareira;Avenida Nova Cantareira , 2273 - Tucuruvi , São Paulo - SP, 02331-000;;Google;address;2203;2273;2203;2273;LADO ÍMPAR
271;71;;AVENIDA;NAO;NOVA CANTAREIRA  (DE 2423 A 3113 LADO ÍMPAR);TUCURUVI;02341-000;;UBS JOAQUIM ANTONIO EIRADO;Av. Nova Cantareira, 3113 - Tucuruvi, São Paulo - SP, 02340-000, Brasil;-23.4723928;-46.6168021;Avenida Nova Cantareira , 3113 - Tucuruvi , São Paulo - SP, 02341-000;8,83;147672;Av Nova Cantareira;Avenida Nova Cantareira , 3113 - Tucuruvi , São Paulo - SP, 02341-000;;Google;address;2423;3113;2423;3113;LADO ÍMPAR
273;71;;AVENIDA;NAO;NOVA CANTAREIRA  (DE 2202 A 2272 LADO PAR);TUCURUVI;02330-003;;UBS JOAQUIM ANTONIO EIRADO;Av. Nova Cantareira, 2272 - Tucuruvi, São Paulo - SP, 02340-000, Brasil;-23.4772085;-46.6103135;Avenida Nova Cantareira , 2272 - Tucuruvi , São Paulo - SP, 02330-003;8,83;147672;Av Nova Cantareira;Avenida Nova Cantareira , 2272 - Tucuruvi , São Paulo - SP, 02330-003;;Google;address;2202;2272;2202;2272;LADO PAR
275;71;;AVENIDA;NAO;NOVA CANTAREIRA  (DE 1579 A 1595 LADO ÍMPAR);TUCURUVI;02331-002;;UBS CHORA MENINO;Av. Nova Cantareira, 1595 - Tucuruvi, São Paulo - SP, 02331-002, Brasil;-23.4814834;-46.6127417;Avenida Nova Cantareira , 1595 - Tucuruvi , São Paulo - SP, 02331-002;4,28;147672;Av Nova Cantareira;Avenida Nova Cantareira , 1595 - Tucuruvi , São Paulo - SP, 02331-002;;Google;address;1579;1595;1579;1595;LADO ÍMPAR
278;51;;AVENIDA;NAO;NOVA CANTAREIRA  (DE 506 A 797)  ;TUCURUVI;02331-000;;UBS HORTO FLORESTAL;Av. Nova Cantareira, 797 - Tucuruvi, São Paulo - SP, 02331-001, Brasil;-23.486437;-46.6180175;Avenida Nova Cantareira , 797 - Tucuruvi , São Paulo - SP, 02331-000;8,15;147672;Av Nova Cantareira;Avenida Nova Cantareira , 797 - Tucuruvi , São Paulo - SP, 02331-000;;Google;address;506;797;506;797;
280;84;;AVENIDA;NAO;NOVA CANTAREIRA  (DE 3115 A 3255 LADO ÍMPAR);TUCURUVI;02341-000;;UBS CJ DO IPESP;Av. Nova Cantareira, 3255 - Tucuruvi, São Paulo - SP, 02332-001, Brasil;-23.4723614;-46.6177843;Avenida Nova Cantareira , 3255 - Tucuruvi , São Paulo - SP, 02341-000;3,58;147672;Av Nova Cantareira;Avenida Nova Cantareira , 3255 - Tucuruvi , São Paulo - SP, 02341-000;;Google;address;3115;3255;3115;3255;LADO ÍMPAR
283;84;;AVENIDA;NAO;NOVA CANTAREIRA  (DE 4087 A 4225 LADO ÍMPAR);TUCURUVI;02341-002;;UBS CJ DO IPESP;Av. Nova Cantareira, 4225 - Tucuruvi, São Paulo - SP, 02340-000, Brasil;-23.4636773;-46.6169592;Avenida Nova Cantareira , 4225 - Tucuruvi , São Paulo - SP, 02341-002;3,58;147672;Av Nova Cantareira;Avenida Nova Cantareira , 4225 - Tucuruvi , São Paulo - SP, 02341-002;;Google;address;4087;4225;4087;4225;LADO ÍMPAR
