id;da;setor;log;atual;rua;bairro;CEP;pgguia;ubs;ruagoogle;latitude;longitude;name;AREA_KM2;CODL;ruas;ruagooglecrua;color;source;precision;PrimeiroDeInicio;ÚltimoDeFim;Inicio;Fim;LADO
1246;71;;RUA ;NAO;GABRIEL DE REZENDE FILHO (INICIO A 330)  ;CHORA MENINO;02462-090;;UBS CHORA MENINO;-;0;0;Rua Gabriel De Rezende Filho , 330 - Chora Menino , São Paulo - SP, 02462-090;4,28;76988;R Gabriel de Rezende Filho;Rua Gabriel De Rezende Filho , 330 - Chora Menino , São Paulo - SP, 02462-090;;Google;OVER_QUERY_LIMIT;;;;330
1247;84;;RUA ;NAO;GABRIEL DUARTE (INICIO A 98)   ;VILA MAZZEI;02311-150;;UBS WAMBERTO DIAS DA COSTA;-;0;0;Rua Gabriel Duarte , 98 - Vila Mazzei , São Paulo - SP, 02311-150;2,93;66192;R Gabriel Duarte;Rua Gabriel Duarte , 98 - Vila Mazzei , São Paulo - SP, 02311-150;;Google;OVER_QUERY_LIMIT;;;;98
1248;71;;RUA ;NAO;GABRIEL PRESTES  (INICIO A 287)  ;SANTANA;02032-020;;UBS JOAQUIM ANTONIO EIRADO;-;0;0;Rua Gabriel Prestes , 287 - Santana , São Paulo - SP, 02032-020;8,83;76970;R Gabriel Prestes;Rua Gabriel Prestes , 287 - Santana , São Paulo - SP, 02032-020;;Google;OVER_QUERY_LIMIT;;;;287
1249;84;;RUA ;NAO;GABRIEL QUADROS  (INICIO A 194)  ;BARRO BRANCO;02344-010;;UBS CJ DO IPESP;-;0;0;Rua Gabriel Quadros , 194 - Barro Branco , São Paulo - SP, 02344-010;3,58;619019;R Gabriel Quadros;Rua Gabriel Quadros , 194 - Barro Branco , São Paulo - SP, 02344-010;;Google;OVER_QUERY_LIMIT;;;;194
1250;71;;RUA ;NAO;GARCAO TINOCO  (INICIO A 152)  ;SANTANA;02402-020;;UBS JOAQUIM ANTONIO EIRADO;-;0;0;Rua Garcao Tinoco , 152 - Santana , São Paulo - SP, 02402-020;8,83;77755;R Garcao Tinoco;Rua Garcao Tinoco , 152 - Santana , São Paulo - SP, 02402-020;;Google;OVER_QUERY_LIMIT;;;;152
1252;71;;RUA ;NAO;GASPAR SOARES  (INICIO A 685)  ;JARDIM SAO PAULO;02041-020;;UBS JOAQUIM ANTONIO EIRADO;-;0;0;Rua Gaspar Soares , 685 - Jardim Sao Paulo , São Paulo - SP, 02041-020;8,83;78166;R Gaspar Soares;Rua Gaspar Soares , 685 - Jardim Sao Paulo , São Paulo - SP, 02041-020;;Google;OVER_QUERY_LIMIT;;;;685
1253;84;;RUA ;NAO;GAURAMA  (INICIO A 838)  ;JARDIM FRANCA;02339-020;;UBS CJ DO IPESP;-;0;0;Rua Gaurama , 838 - Jardim Franca , São Paulo - SP, 02339-020;3,58;78395;R Gaurama;Rua Gaurama , 838 - Jardim Franca , São Paulo - SP, 02339-020;;Google;OVER_QUERY_LIMIT;;;;838
1254;71;;RUA ;NAO;GEN. BAGUEIRA  (INICIO A 255)  ;SANTANA;02021-010;;UBS CHORA MENINO;-;0;0;Rua Gen. Bagueira , 255 - Santana , São Paulo - SP, 02021-010;4,28;27200;R Gen. Bagueira;Rua Gen. Bagueira , 255 - Santana , São Paulo - SP, 02021-010;;Google;OVER_QUERY_LIMIT;;;;255
1255;71;;RUA ;NAO;GEN. FRANCISCO RAMOS (INICIO A 69)   ;SANTANA;02020-085;;UBS CHORA MENINO;-;0;0;Rua Gen. Francisco Ramos , 69 - Santana , São Paulo - SP, 02020-085;4,28;75477;R Gen. Francisco Ramos;Rua Gen. Francisco Ramos , 69 - Santana , São Paulo - SP, 02020-085;;Google;OVER_QUERY_LIMIT;;;;69
1256;71;;RUA ;NAO;GEN. FREDERICO SOLON (INICIO A 318)  ;CHORA MENINO;02462-040;;UBS CHORA MENINO;-;0;0;Rua Gen. Frederico Solon , 318 - Chora Menino , São Paulo - SP, 02462-040;4,28;76228;R Gen. Frederico Solon;Rua Gen. Frederico Solon , 318 - Chora Menino , São Paulo - SP, 02462-040;;Google;OVER_QUERY_LIMIT;;;;318
1257;51;;RUA ;NAO;GEN. JOSE DE ALMEIDA BOTELHO (INICIO A 257)  ;PARQUE MANDAQUI;02422-090;;UBS HORTO FLORESTAL;-;0;0;Rua Gen. Jose De Almeida Botelho , 257 - Parque Mandaqui , São Paulo - SP, 02422-090;8,15;217700;R Gen. Jose de Almeida Botelho;Rua Gen. Jose De Almeida Botelho , 257 - Parque Mandaqui , São Paulo - SP, 02422-090;;Google;OVER_QUERY_LIMIT;;;;257
1258;51;;RUA ;NAO;GEN. NESTOR PASSOS (INICIO A 829)  ;CHACARA DO ENCOSTO;02417-140;;UBS DR DOMINGOS MAZZONETO DE CILO - VL AURORA;-;0;0;Rua Gen. Nestor Passos , 829 - Chacara Do Encosto , São Paulo - SP, 02417-140;1,62;145122;R Gen. Nestor Passos;Rua Gen. Nestor Passos , 829 - Chacara Do Encosto , São Paulo - SP, 02417-140;;Google;OVER_QUERY_LIMIT;;;;829
1259;84;;RUA ;NAO;GEN. TAVARES DA SILVA  (INICIO A 78)   ;PARQUE CASA DE PEDRA;02351-100;;UBS CJ DO IPESP;-;0;0;Rua Gen. Tavares Da Silva , 78 - Parque Casa De Pedra , São Paulo - SP, 02351-100;3,58;148091;R Gen. Tavares da Silva;Rua Gen. Tavares Da Silva , 78 - Parque Casa De Pedra , São Paulo - SP, 02351-100;;Google;OVER_QUERY_LIMIT;;;;78
1260;71;;RUA ;NAO;GENESIO MURTA  (INICIO A 239)  ;CHORA MENINO;02463-060;;UBS CHORA MENINO;-;0;0;Rua Genesio Murta , 239 - Chora Menino , São Paulo - SP, 02463-060;4,28;78581;R Genesio Murta;Rua Genesio Murta , 239 - Chora Menino , São Paulo - SP, 02463-060;;Google;OVER_QUERY_LIMIT;;;;239
1261;51;;RUA ;NAO;GENEVE (INICIO A 478)  ;LAUZANE PAULISTA;02440-080;;UBS LAUZANE PAULISTA;-;0;0;Rua Geneve , 478 - Lauzane Paulista , São Paulo - SP, 02440-080;3,45;352900;R Geneve;Rua Geneve , 478 - Lauzane Paulista , São Paulo - SP, 02440-080;;Google;OVER_QUERY_LIMIT;;;;478
1262;51;;RUA ;NAO;GEORGE CHAHESTIAN  (INICIO A 276)  ;VILA BASILEIA;02471-120;;UBS LAUZANE PAULISTA;-;0;0;Rua George Chahestian , 276 - Vila Basileia , São Paulo - SP, 02471-120;3,45;279650;R George Chahestian;Rua George Chahestian , 276 - Vila Basileia , São Paulo - SP, 02471-120;;Google;OVER_QUERY_LIMIT;;;;276
1263;71;;RUA ;NAO;GEORGE OETTERER  (INICIO A 468)  ;VILA PAULICEIA;02301-070;;UBS JOAQUIM ANTONIO EIRADO;-;0;0;Rua George Oetterer , 468 - Vila Pauliceia , São Paulo - SP, 02301-070;8,83;201553;R George Oetterer;Rua George Oetterer , 468 - Vila Pauliceia , São Paulo - SP, 02301-070;;Google;OVER_QUERY_LIMIT;;;;468
1264;84;;RUA ;NAO;GERALDO FERREIRA (INICIO A 46)   ;BARRO BRANCO;02345-110;;UBS CJ DO IPESP;-;0;0;Rua Geraldo Ferreira , 46 - Barro Branco , São Paulo - SP, 02345-110;3,58;278165;R Geraldo Ferreira;Rua Geraldo Ferreira , 46 - Barro Branco , São Paulo - SP, 02345-110;;Google;OVER_QUERY_LIMIT;;;;46
1265;84;;RUA ;NAO;GERMAN BURMEINSTER (INICIO A 368)  ;VILA NOVA MAZZEI;02317-100;;UBS CJ DO IPESP;-;0;0;Rua German Burmeinster , 368 - Vila Nova Mazzei , São Paulo - SP, 02317-100;3,58;79286;R German Burmeinster;Rua German Burmeinster , 368 - Vila Nova Mazzei , São Paulo - SP, 02317-100;;Google;OVER_QUERY_LIMIT;;;;368
1266;71;;RUA ;NAO;GILBERTO SAMPAIO (INICIO A 185)  ;JARDIM SAO PAULO;02043-020;;UBS JOAQUIM ANTONIO EIRADO;-;0;0;Rua Gilberto Sampaio , 185 - Jardim Sao Paulo , São Paulo - SP, 02043-020;8,83;79855;R Gilberto Sampaio;Rua Gilberto Sampaio , 185 - Jardim Sao Paulo , São Paulo - SP, 02043-020;;Google;OVER_QUERY_LIMIT;;;;185
1267;84;;RUA ;NAO;GODOFREDO FURTADO  (INICIO A 116)  ;VILA MAZZEI;02308-110;;UBS WAMBERTO DIAS DA COSTA;-;0;0;Rua Godofredo Furtado , 116 - Vila Mazzei , São Paulo - SP, 02308-110;2,93;80420;R Godofredo Furtado;Rua Godofredo Furtado , 116 - Vila Mazzei , São Paulo - SP, 02308-110;;Google;OVER_QUERY_LIMIT;;;;116
1268;84;;RUA ;NAO;GOIATUBA (INICIO A 126)  ;VILA CONSTANCIA;02271-070;;UBS VL NIVI;-;0;0;Rua Goiatuba , 126 - Vila Constancia , São Paulo - SP, 02271-070;2,93;80713;R Goiatuba;Rua Goiatuba , 126 - Vila Constancia , São Paulo - SP, 02271-070;;Google;OVER_QUERY_LIMIT;;;;126
1269;84;;RUA ;NAO;GOIS DE ARAUJO (INICIO A 152)  ;VILA DOM PEDRO II;02243-070;;UBS WAMBERTO DIAS DA COSTA;-;0;0;Rua Gois De Araujo , 152 - Vila Dom Pedro Ii , São Paulo - SP, 02243-070;2,93;80535;R Gois de Araujo;Rua Gois De Araujo , 152 - Vila Dom Pedro Ii , São Paulo - SP, 02243-070;;Google;OVER_QUERY_LIMIT;;;;152
1270;84;;RUA ;NAO;GONCALVES ARANHA (INICIO A 298)  ;JACANA;02271-110;;UBS VL NIVI;-;0;0;Rua Goncalves Aranha , 298 - Jacana , São Paulo - SP, 02271-110;2,93;81248;R Goncalves Aranha;Rua Goncalves Aranha , 298 - Jacana , São Paulo - SP, 02271-110;;Google;OVER_QUERY_LIMIT;;;;298
1271;84;;RUA ;NAO;GONCALVES FONTES (INICIO A 84)   ;VILA GUSTAVO;02266-050;;UBS VL NIVI;-;0;0;Rua Goncalves Fontes , 84 - Vila Gustavo , São Paulo - SP, 02266-050;2,93;81329;R Goncalves Fontes;Rua Goncalves Fontes , 84 - Vila Gustavo , São Paulo - SP, 02266-050;;Google;OVER_QUERY_LIMIT;;;;84
1272;71;;RUA ;NAO;GOULART DE ANDRADE (INICIO A 169)  ;JARDIM DO COLEGIO;02431-130;;UBS CHORA MENINO;-;0;0;Rua Goulart De Andrade , 169 - Jardim Do Colegio , São Paulo - SP, 02431-130;4,28;81531;R Goulart de Andrade;Rua Goulart De Andrade , 169 - Jardim Do Colegio , São Paulo - SP, 02431-130;;Google;OVER_QUERY_LIMIT;;;;169
1273;71;;RUA ;NAO;GRACIANOPOLIS  (INICIO A 212)  ;AGUA FRIA;02335-050;;UBS JOAQUIM ANTONIO EIRADO;-;0;0;Rua Gracianopolis , 212 - Agua Fria , São Paulo - SP, 02335-050;8,83;81663;R Gracianopolis;Rua Gracianopolis , 212 - Agua Fria , São Paulo - SP, 02335-050;;Google;OVER_QUERY_LIMIT;;;;212
1275;71;;RUA ;NAO;GRAMADINHO (INICIO A 78)   ;SANTA TERESINHA;02451-002;;UBS CHORA MENINO;-;0;0;Rua Gramadinho , 78 - Santa Teresinha , São Paulo - SP, 02451-002;4,28;81760;R Gramadinho;Rua Gramadinho , 78 - Santa Teresinha , São Paulo - SP, 02451-002;;Google;OVER_QUERY_LIMIT;;;;78
1276;84;;RUA ;NAO;GREGORIO CALDAS  (INICIO A 235)  ;PARQUE VITORIA;02270-050;;UBS VL NIVI;-;0;0;Rua Gregorio Caldas , 235 - Parque Vitoria , São Paulo - SP, 02270-050;2,93;82074;R Gregorio Caldas;Rua Gregorio Caldas , 235 - Parque Vitoria , São Paulo - SP, 02270-050;;Google;OVER_QUERY_LIMIT;;;;235
1277;51;;RUA ;NAO;GREGORIO LOPES (INICIO A 381)  ;PARQUE MANDAQUI;02433-100;;UBS LAUZANE PAULISTA;-;0;0;Rua Gregorio Lopes , 381 - Parque Mandaqui , São Paulo - SP, 02433-100;3,45;50890;R Gregorio Lopes;Rua Gregorio Lopes , 381 - Parque Mandaqui , São Paulo - SP, 02433-100;;Google;OVER_QUERY_LIMIT;;;;381
1278;84;;RUA ;NAO;GUACHARAPOS  (INICIO A 104)  ;PARQUE VITORIA;02268-010;;UBS VL NIVI;-;0;0;Rua Guacharapos , 104 - Parque Vitoria , São Paulo - SP, 02268-010;2,93;82392;R Guacharapos;Rua Guacharapos , 104 - Parque Vitoria , São Paulo - SP, 02268-010;;Google;OVER_QUERY_LIMIT;;;;104
1279;84;;RUA ;NAO;GUAJAU (INICIO A 114)  ;VILA GUSTAVO;02267-030;;UBS VL NIVI;-;0;0;Rua Guajau , 114 - Vila Gustavo , São Paulo - SP, 02267-030;2,93;81744;R Guajau;Rua Guajau , 114 - Vila Gustavo , São Paulo - SP, 02267-030;;Google;OVER_QUERY_LIMIT;;;;114
1280;71;;RUA ;NAO;GUAJURUS (INICIO A 397)  ;JARDIM SAO PAULO;02045-070;;UBS JOAQUIM ANTONIO EIRADO;-;0;0;Rua Guajurus , 397 - Jardim Sao Paulo , São Paulo - SP, 02045-070;8,83;82848;R Guajurus;Rua Guajurus , 397 - Jardim Sao Paulo , São Paulo - SP, 02045-070;;Google;OVER_QUERY_LIMIT;;;;397
1281;84;;RUA ;NAO;GUANAPUS (INICIO A 325)  ;VILA DOM PEDRO II;02244-050;;UBS WAMBERTO DIAS DA COSTA;-;0;0;Rua Guanapus , 325 - Vila Dom Pedro Ii , São Paulo - SP, 02244-050;2,93;83011;R Guanapus;Rua Guanapus , 325 - Vila Dom Pedro Ii , São Paulo - SP, 02244-050;;Google;OVER_QUERY_LIMIT;;;;325
1282;51;;RUA ;NAO;GUAPEU (INICIO A 70)   ;HORTO FLORESTAL;02378-120;;UBS HORTO FLORESTAL;-;0;0;Rua Guapeu , 70 - Horto Florestal , São Paulo - SP, 02378-120;8,15;83135;R Guapeu;Rua Guapeu , 70 - Horto Florestal , São Paulo - SP, 02378-120;;Google;OVER_QUERY_LIMIT;;;;70
1283;84;;RUA ;NAO;GUARAJA  (INICIO A 22)   ;VILA MAZZEI;02310-010;;UBS VL NIVI;-;0;0;Rua Guaraja , 22 - Vila Mazzei , São Paulo - SP, 02310-010;2,93;83429;R Guaraja;Rua Guaraja , 22 - Vila Mazzei , São Paulo - SP, 02310-010;;Google;OVER_QUERY_LIMIT;1;22;;22
1284;84;;RUA ;NAO;GUARAJA  (DE 23 A 416)   ;VILA MAZZEI;02310-010;;UBS WAMBERTO DIAS DA COSTA;-;0;0;Rua Guaraja , 416 - Vila Mazzei , São Paulo - SP, 02310-010;2,93;83429;R Guaraja;Rua Guaraja , 416 - Vila Mazzei , São Paulo - SP, 02310-010;;Google;OVER_QUERY_LIMIT;23;416;23;416
1285;84;;RUA ;NAO;GUARAPUA (INICIO A 350)  ;JARDIM FRANCA;02337-030;;UBS CJ DO IPESP;-;0;0;Rua Guarapua , 350 - Jardim Franca , São Paulo - SP, 02337-030;3,58;84077;R Guarapua;Rua Guarapua , 350 - Jardim Franca , São Paulo - SP, 02337-030;;Google;OVER_QUERY_LIMIT;;;;350
1286;84;;RUA ;NAO;GUARILANDIA  (INICIO A 161)  ;JARDIM FRANCA;02339-030;;UBS CJ DO IPESP;-;0;0;Rua Guarilandia , 161 - Jardim Franca , São Paulo - SP, 02339-030;3,58;83062;R Guarilandia;Rua Guarilandia , 161 - Jardim Franca , São Paulo - SP, 02339-030;;Google;OVER_QUERY_LIMIT;;;;161
1287;71;;RUA ;NAO;GUATIAIA (INICIO A 64)   ;AGUA FRIA;02334-110;;UBS JOAQUIM ANTONIO EIRADO;-;0;0;Rua Guatiaia , 64 - Agua Fria , São Paulo - SP, 02334-110;8,83;84360;R Guatiaia;Rua Guatiaia , 64 - Agua Fria , São Paulo - SP, 02334-110;;Google;OVER_QUERY_LIMIT;;;;64
1288;71;;RUA ;NAO;GUILHERME PARAENSE (INICIO A 158)  ;CARANDIRU;02028-030;;UBS JOAQUIM ANTONIO EIRADO;-;0;0;Rua Guilherme Paraense , 158 - Carandiru , São Paulo - SP, 02028-030;8,83;84956;R Guilherme Paraense;Rua Guilherme Paraense , 158 - Carandiru , São Paulo - SP, 02028-030;;Google;OVER_QUERY_LIMIT;;;;158
1289;51;;RUA ;NAO;GUILHERMINA  (INICIO A 416)  ;VILA ROMERO;02469-040;;UBS LAUZANE PAULISTA;-;0;0;Rua Guilhermina , 416 - Vila Romero , São Paulo - SP, 02469-040;3,45;85057;R Guilhermina;Rua Guilhermina , 416 - Vila Romero , São Paulo - SP, 02469-040;;Google;OVER_QUERY_LIMIT;;;;416
1290;71;;RUA ;NAO;GUIOMAR TEIXEIRA (INICIO A 37)   ;SANTANA;02018-060;;UBS CHORA MENINO;-;0;0;Rua Guiomar Teixeira , 37 - Santana , São Paulo - SP, 02018-060;4,28;85197;R Guiomar Teixeira;Rua Guiomar Teixeira , 37 - Santana , São Paulo - SP, 02018-060;;Google;OVER_QUERY_LIMIT;;;;37
1291;84;;RUA ;NAO;GURILANDIA (INICIO A 156)  ;PARADA INGLESA;02248-130;;UBS VL NIVI;-;0;0;Rua Gurilandia , 156 - Parada Inglesa , São Paulo - SP, 02248-130;2,93;205702;R Gurilandia;Rua Gurilandia , 156 - Parada Inglesa , São Paulo - SP, 02248-130;;Google;OVER_QUERY_LIMIT;;;;156
1292;84;;RUA ;NAO;GURUPATUBA (INICIO A 302)  ;VILA MAZZEI;02310-060;;UBS WAMBERTO DIAS DA COSTA;-;0;0;Rua Gurupatuba , 302 - Vila Mazzei , São Paulo - SP, 02310-060;2,93;85340;R Gurupatuba;Rua Gurupatuba , 302 - Vila Mazzei , São Paulo - SP, 02310-060;;Google;OVER_QUERY_LIMIT;;;;302
1293;84;;RUA ;NAO;H (J. FRANCA-TUC)  (INICIO A 102)  ;;00000-000;;UBS CJ DO IPESP;-;0;0;Rua H (J. Franca-Tuc) , 102 - São Paulo - SP;3,58;665029;R H (J. Franca-Tuc);Rua H (J. Franca-Tuc) , 102 - São Paulo - SP;;Google;OVER_QUERY_LIMIT;;;;102
1294;84;;RUA ;NAO;HAMBURGO (INICIO A 296)  ;VILA GUSTAVO;02266-080;;UBS VL NIVI;-;0;0;Rua Hamburgo , 296 - Vila Gustavo , São Paulo - SP, 02266-080;2,93;85669;R Hamburgo;Rua Hamburgo , 296 - Vila Gustavo , São Paulo - SP, 02266-080;;Google;OVER_QUERY_LIMIT;;;;296
1295;51;;RUA ;NAO;HAMLETO RAFFAELLI  (INICIO A 54)   ;JARDIM SONIA;02423-120;;UBS HORTO FLORESTAL;-;0;0;Rua Hamleto Raffaelli , 54 - Jardim Sonia , São Paulo - SP, 02423-120;8,15;616273;R Hamleto Raffaelli;Rua Hamleto Raffaelli , 54 - Jardim Sonia , São Paulo - SP, 02423-120;;Google;OVER_QUERY_LIMIT;;;;54
1296;84;;RUA ;NAO;HEBE (INICIO A 183)  ;VILA DOM PEDRO II;02244-110;;UBS WAMBERTO DIAS DA COSTA;-;0;0;Rua Hebe , 183 - Vila Dom Pedro Ii , São Paulo - SP, 02244-110;2,93;61573;R Hebe;Rua Hebe , 183 - Vila Dom Pedro Ii , São Paulo - SP, 02244-110;;Google;OVER_QUERY_LIMIT;;;;183
1297;51;;RUA ;NAO;HELENA DO SACRAMENTO (INICIO A 1028)   ;VILA GUACA;02433-020;;UBS LAUZANE PAULISTA;-;0;0;Rua Helena Do Sacramento , 1028 - Vila Guaca , São Paulo - SP, 02433-020;3,45;86339;R Helena do Sacramento;Rua Helena Do Sacramento , 1028 - Vila Guaca , São Paulo - SP, 02433-020;;Google;OVER_QUERY_LIMIT;;;;1028
1299;71;;RUA ;NAO;HELIO ZILMAN (INICIO A 63)   ;MANDAQUI;02407-100;;UBS CHORA MENINO;-;0;0;Rua Helio Zilman , 63 - Mandaqui , São Paulo - SP, 02407-100;4,28;86479;R Helio Zilman;Rua Helio Zilman , 63 - Mandaqui , São Paulo - SP, 02407-100;;Google;OVER_QUERY_LIMIT;;;;63
1300;71;;RUA ;NAO;HELIODORA  (INICIO A 405)  ;SANTANA;02022-050;;UBS JOAQUIM ANTONIO EIRADO;-;0;0;Rua Heliodora , 405 - Santana , São Paulo - SP, 02022-050;8,83;86487;R Heliodora;Rua Heliodora , 405 - Santana , São Paulo - SP, 02022-050;;Google;OVER_QUERY_LIMIT;;;;405
1301;84;;RUA ;NAO;HELOISA MOYA (INICIO A 147)  ;PARADA INGLESA;02248-140;;UBS VL NIVI;-;0;0;Rua Heloisa Moya , 147 - Parada Inglesa , São Paulo - SP, 02248-140;2,93;63070;R Heloisa Moya;Rua Heloisa Moya , 147 - Parada Inglesa , São Paulo - SP, 02248-140;;Google;OVER_QUERY_LIMIT;;;;147
1302;71;;RUA ;NAO;HELVIDIO GOUVEIA (INICIO A 187)  ;MANDAQUI;02407-070;;UBS CHORA MENINO;-;0;0;Rua Helvidio Gouveia , 187 - Mandaqui , São Paulo - SP, 02407-070;4,28;86584;R Helvidio Gouveia;Rua Helvidio Gouveia , 187 - Mandaqui , São Paulo - SP, 02407-070;;Google;OVER_QUERY_LIMIT;;;;187
1303;84;;RUA ;NAO;HENRIQUE ARMBRUST  (INICIO A 321)  ;JARDIM GUAPIRA;02316-280;;UBS CJ DO IPESP;-;0;0;Rua Henrique Armbrust , 321 - Jardim Guapira , São Paulo - SP, 02316-280;3,58;281530;R Henrique Armbrust;Rua Henrique Armbrust , 321 - Jardim Guapira , São Paulo - SP, 02316-280;;Google;OVER_QUERY_LIMIT;;;;321
1304;71;;RUA ;NAO;HENRIQUE BERNARDELI  (INICIO A 170)  ;SANTANA;02013-010;;UBS JOAQUIM ANTONIO EIRADO;-;0;0;Rua Henrique Bernardeli , 170 - Santana , São Paulo - SP, 02013-010;8,83;86711;R Henrique Bernardeli;Rua Henrique Bernardeli , 170 - Santana , São Paulo - SP, 02013-010;;Google;OVER_QUERY_LIMIT;;;;170
1305;84;;RUA ;NAO;HENRIQUE BRAGLIA (INICIO A 543)  ;VILA DOM PEDRO II;02244-000;;UBS WAMBERTO DIAS DA COSTA;-;0;0;Rua Henrique Braglia , 543 - Vila Dom Pedro Ii , São Paulo - SP, 02244-000;2,93;62251;R Henrique Braglia;Rua Henrique Braglia , 543 - Vila Dom Pedro Ii , São Paulo - SP, 02244-000;;Google;OVER_QUERY_LIMIT;;;;543
1306;84;;RUA ;NAO;HERBERT HOOVER (INICIO A 473)  ;JARDIM LEONOR MENDES DE BARROS;02347-010;;UBS CJ DO IPESP;-;0;0;Rua Herbert Hoover , 473 - Jardim Leonor Mendes De Barros , São Paulo - SP, 02347-010;3,58;654647;R Herbert Hoover;Rua Herbert Hoover , 473 - Jardim Leonor Mendes De Barros , São Paulo - SP, 02347-010;;Google;OVER_QUERY_LIMIT;;;;473
1307;51;;RUA ;NAO;HERISAN  (INICIO A 469)  ;LAUZANE PAULISTA;02442-040;;UBS LAUZANE PAULISTA;-;0;0;Rua Herisan , 469 - Lauzane Paulista , São Paulo - SP, 02442-040;3,45;87360;R Herisan;Rua Herisan , 469 - Lauzane Paulista , São Paulo - SP, 02442-040;;Google;OVER_QUERY_LIMIT;;;;469
1308;84;;RUA ;NAO;HERMINIO COSTA (INICIO A 114)  ;TUCURUVI;02242-060;;UBS WAMBERTO DIAS DA COSTA;-;0;0;Rua Herminio Costa , 114 - Tucuruvi , São Paulo - SP, 02242-060;2,93;404780;R Herminio Costa;Rua Herminio Costa , 114 - Tucuruvi , São Paulo - SP, 02242-060;;Google;OVER_QUERY_LIMIT;;;;114
1309;84;;RUA ;NAO;HIDROLANDIA  (INICIO A 119)  ;VILA MAZZEI;02307-210;;UBS WAMBERTO DIAS DA COSTA;-;0;0;Rua Hidrolandia , 119 - Vila Mazzei , São Paulo - SP, 02307-210;2,93;87700;R Hidrolandia;Rua Hidrolandia , 119 - Vila Mazzei , São Paulo - SP, 02307-210;;Google;OVER_QUERY_LIMIT;;;;119
1310;51;;RUA ;NAO;HISACATU WATANABE  (INICIO A 102)  ;PARQUE MANDAQUI;02421-020;;UBS DR DOMINGOS MAZZONETO DE CILO - VL AURORA;-;0;0;Rua Hisacatu Watanabe , 102 - Parque Mandaqui , São Paulo - SP, 02421-020;1,62;115495;R Hisacatu Watanabe;Rua Hisacatu Watanabe , 102 - Parque Mandaqui , São Paulo - SP, 02421-020;;Google;OVER_QUERY_LIMIT;;;;102
1311;71;;RUA ;NAO;HORACIO SCROSOPPI  (INICIO A 307)  ;VILA PAULICEIA;02301-040;;UBS JOAQUIM ANTONIO EIRADO;-;0;0;Rua Horacio Scrosoppi , 307 - Vila Pauliceia , São Paulo - SP, 02301-040;8,83;88455;R Horacio Scrosoppi;Rua Horacio Scrosoppi , 307 - Vila Pauliceia , São Paulo - SP, 02301-040;;Google;OVER_QUERY_LIMIT;;;;307
1312;84;;RUA ;NAO;HORACIO TAVORA BACURAU (INICIO A 61)   ;VILA MAZZEI;02307-220;;UBS WAMBERTO DIAS DA COSTA;-;0;0;Rua Horacio Tavora Bacurau , 61 - Vila Mazzei , São Paulo - SP, 02307-220;2,93;88463;R Horacio Tavora Bacurau;Rua Horacio Tavora Bacurau , 61 - Vila Mazzei , São Paulo - SP, 02307-220;;Google;OVER_QUERY_LIMIT;;;;61
1313;84;;RUA ;NAO;HORIZONTINA  (INICIO A 143)  ;JARDIM FRANCA;02338-080;;UBS CJ DO IPESP;-;0;0;Rua Horizontina , 143 - Jardim Franca , São Paulo - SP, 02338-080;3,58;88498;R Horizontina;Rua Horizontina , 143 - Jardim Franca , São Paulo - SP, 02338-080;;Google;OVER_QUERY_LIMIT;;;;143
1314;71;;RUA ;NAO;HORTENSIA  (INICIO A 261)  ;VILA MARIZA MAZZEI;02432-030;;UBS CHORA MENINO;-;0;0;Rua Hortensia , 261 - Vila Mariza Mazzei , São Paulo - SP, 02432-030;4,28;88528;R Hortensia;Rua Hortensia , 261 - Vila Mariza Mazzei , São Paulo - SP, 02432-030;;Google;OVER_QUERY_LIMIT;;;;261
1315;71;;RUA ;NAO;IACAIA (INICIO A 74)   ;IMIRIM;02467-002;;UBS CHORA MENINO;-;0;0;Rua Iacaia , 74 - Imirim , São Paulo - SP, 02467-002;4,28;736600;R Iacaia;Rua Iacaia , 74 - Imirim , São Paulo - SP, 02467-002;;Google;OVER_QUERY_LIMIT;;;;74
1316;71;;RUA ;NAO;IANA (INICIO A 74)   ;VILA ROMERO;02468-020;;UBS CHORA MENINO;-;0;0;Rua Iana , 74 - Vila Romero , São Paulo - SP, 02468-020;4,28;736619;R Iana;Rua Iana , 74 - Vila Romero , São Paulo - SP, 02468-020;;Google;OVER_QUERY_LIMIT;;;;74
1317;84;;RUA ;NAO;IBERICO  (INICIO A 111)  ;AGUA FRIA;02332-050;;UBS CJ DO IPESP;-;0;0;Rua Iberico , 111 - Agua Fria , São Paulo - SP, 02332-050;3,58;732893;R Iberico;Rua Iberico , 111 - Agua Fria , São Paulo - SP, 02332-050;;Google;OVER_QUERY_LIMIT;;;;111
1318;84;;RUA ;NAO;IBICARAI (INICIO A 427)  ;PARQUE VITORIA;02270-080;;UBS VL NIVI;-;0;0;Rua Ibicarai , 427 - Parque Vitoria , São Paulo - SP, 02270-080;2,93;89230;R Ibicarai;Rua Ibicarai , 427 - Parque Vitoria , São Paulo - SP, 02270-080;;Google;OVER_QUERY_LIMIT;;;;427
1319;84;;RUA ;NAO;IBIMIRIM (INICIO A 525)  ;VILA NOVA MAZZEI;02312-020;;UBS WAMBERTO DIAS DA COSTA;-;0;0;Rua Ibimirim , 525 - Vila Nova Mazzei , São Paulo - SP, 02312-020;2,93;89311;R Ibimirim;Rua Ibimirim , 525 - Vila Nova Mazzei , São Paulo - SP, 02312-020;;Google;OVER_QUERY_LIMIT;;;;525
